date,regime,sku,canonical_sku,platform,listing_id,ref_price,live_modal,live_min,live_max,in_stock,status,diff,diff_pct,stores_below_count,mrp_official,mrp_live
2026-06-08,BAU,A2 GHEE 1L,jivo-a2-cow-ghee-1-litre-traditional-bilona-method-prepared-from-a2-cow-milk-rich-aroma-and-distinct-flavour-for-diverse-culinary-applications-suitable-for-cooking-frying-baking-indian-recipes-1l,amazon,B0B2RW9N9F,1409,,,,false,OOS,,,0,4000,2380
2026-06-08,BAU,A2 GHEE 500ML,jivo-a2-ghee-500-ml-bilona-method-traditionally-prepared-from-a2-cow-milk-suitable-for-cooking-frying-baking-indian-recipes-rich-aroma-and-distinct-flavour-for-diverse-culinary-applications-500ml,amazon,B0B2S1F6R8,759,,,,false,OOS,,,0,2200,2380
2026-06-08,BAU,BASIL SEEDS 200G,jivo-raw-basil-seeds-for-weight-loss-200gm-sabja-seed-takmuria-seeds-200g-high-fibre-and-omega-3-200ml,amazon,B0D8TN56P9,79,,,,false,OOS,,,0,349,599
2026-06-08,BAU,BASIL SEEDS 400G,jivo-raw-basil-seeds-for-weight-loss-400gm-sabja-seed-takmuria-seeds-400g-high-fibre-and-omega-3-400ml,amazon,B0D8VZKFHG,189,,,,false,OOS,,,0,599,599
2026-06-08,BAU,BASIL SEEDS 800G,jivo-raw-basil-seeds-for-weight-loss-sabja-seeds-tukmaria-seeds-high-in-fiber-omega3-nutrients-ideal-for-smoothies-drinks-and-baking-100-natural-vegan-glutenfree-800g-800ml,amazon,B0D8VZ1JLD,349,,,,false,OOS,,,0,1099,599
2026-06-08,BAU,BLACK CARDAMOM 100G,jivo-black-cardamom-badi-elaichi-sabut-moti-kali-elaichi-whole-organic-black-cardamom-perfect-for-cooking-baking-seasoning-adds-flavor-to-dishes-no-artificial-colours-or-preservatives-100g-100ml,amazon,B0D7CXGP3D,289,,,,false,OOS,,,0,549,440
2026-06-08,BAU,BLACK OLIVE 470G,jivo-black-sliced-olives-470g-finest-olives-from-egypt-evenly-cut-black-olive-slices-suitable-for-pizza-pasta-salads-wraps-ready-to-eat-snack-smart-choice-470ml,amazon,B0DS69LNFB,249,,,,false,OOS,,,0,399,2700
2026-06-08,BAU,BLACK PEPPER 100G,jivo-black-pepper-whole-natural-peppercorns-premium-kali-mirch-perfect-for-cooking-baking-seasoning-no-artificial-colors-preservatives-or-taste-enhancers-pepper-100g-100ml,amazon,B0D8L8NR8Q,145,,,,false,OOS,,,0,399,420
2026-06-08,BAU,CANOLA 1+1L,jivo-canola-cold-pressed-edible-oil-11-litres-cooking-oil-for-daily-use-ideal-for-roasting-frying-baking-all-types-of-cuisines-cold-pressed-oil-for-cooking-2l,amazon,B0152TWWSQ,529,469,469,469,true,BELOW,-60,-11.34,1,750,750
2026-06-08,BAU,CANOLA 1L,jivo-canola-cold-pressed-edible-oil-1-litre-cooking-oil-for-daily-use-ideal-for-roasting-frying-baking-all-types-of-cuisines-cold-pressed-oil-for-cooking-1l,amazon,B09MJ6QDX7,269,255,255,255,true,BELOW,-14,-5.2,1,375,375
2026-06-08,BAU,CANOLA 1L + 1L,jivo-canola-oil1-litre-cold-press-cooking-oil-for-daily-use-lowest-in-saturated-fat-2l,amazon,B0CZP26VVN,529,509,509,509,true,BELOW,-20,-3.78,1,750,750
2026-06-08,BAU,CANOLA 1L POUCH,jivo-canola-oil1-litre-refined-pouch-cooking-oil-for-daily-use-recommended-by-indian-medical-association-1l,amazon,B07M6FYXWL,269,259,259,259,true,BELOW,-10,-3.72,1,299,299
2026-06-08,BAU,CANOLA 3L,jivo-canola-cold-pressed-edible-oil-3-litres-cooking-oil-for-daily-use-ideal-for-roasting-frying-baking-all-types-of-cuisines-cold-pressed-oil-for-cooking-3l,amazon,B078T3Q3SH,799,,,,false,OOS,,,0,690,1249
2026-06-08,BAU,CANOLA 4L,jivo-canola-cold-pressed-edible-oil-4-litres-cooking-oil-for-daily-use-ideal-for-roasting-frying-baking-all-types-of-cuisines-cold-pressed-oil-for-cooking-4l,amazon,B0FPMH5Q4S,1189,,,,false,OOS,,,0,1199,879
2026-06-08,BAU,CANOLA 5L,jivo-canola-cold-pressed-edible-oil-5-litres-cooking-oil-for-daily-use-ideal-for-roasting-frying-baking-all-types-of-cuisines-cold-pressed-oil-for-cooking-5l,amazon,B077ZN4G28,1299,1249,1249,1249,true,BELOW,-50,-3.85,1,1650,1650
2026-06-08,BAU,CHIA SEEDS 200G,jivo-premium-raw-chia-seeds-i-eating-seeds-for-weight-loss-management-rich-in-calcium-protein-fiber-omega-3-non-gmo-and-fibre-reusable-antioxidant-healthy-breakfast-snack-200g-200ml,amazon,B0CRF3ZQWL,99,99,99,99,true,MATCH,0,0,0,299,299
2026-06-08,BAU,CHIA SEEDS 400G,jivo-premium-raw-chia-seeds-i-eating-seeds-for-weight-loss-management-rich-in-calcium-protein-fiber-omega-3-non-gmo-and-fibre-reusable-antioxidant-healthy-breakfast-snack-400g-400ml,amazon,B0CRH5W2R7,209,199,199,199,true,BELOW,-10,-4.78,1,599,599
2026-06-08,BAU,CHIA SEEDS 800G,jivo-premium-raw-chia-seeds-i-eating-seeds-for-weight-loss-management-rich-in-calcium-protein-fiber-omega-3-non-gmo-and-fibre-reusable-antioxidant-healthy-breakfast-snack-800g-800ml,amazon,B0CRHR4KYS,349,,,,false,OOS,,,0,899,360
2026-06-08,BAU,CINNAMON BARK 100G,jivo-organic-cinnamon-sticks-bark-finest-dalchini-sticks-whole-spices-sourced-from-premium-origins-no-artificial-colors-or-preservatives-pack-for-cooking-seasoning-100g-100ml,amazon,B0D7CVQG35,99,,,,false,OOS,,,0,299,440
2026-06-08,BAU,CLOVE 100G,jivo-whole-clove-100-gm-no-artificial-colours-or-preservatives-100ml,amazon,B0D7CZ3WYW,249,209,209,209,true,BELOW,-40,-16.06,1,280,280
2026-06-08,BAU,COCONUT 1L,jivo-pure-extra-virgin-coconut-oil-1-litre-nourishing-oil-bottle-for-skin-hair-growth-baby-massage-good-for-salad-dressing-zero-cholesterol-and-trans-fat-keto-diet-cooking-1l,amazon,B0BZ8K3DQP,559,539,539,539,true,BELOW,-20,-3.58,1,700,700
2026-06-08,BAU,COCONUT 200ML,jivo-pure-extra-virgin-coconut-oil-200ml-nourishing-oil-bottle-for-skin-hair-growth-baby-massage-good-for-salad-dressing-zero-cholesterol-and-trans-fat-keto-diet-cooking-200ml,amazon,B0CGM7KSFV,149,169,169,169,true,ABOVE,20,13.42,0,285,285
2026-06-08,BAU,COCONUT 500ML,jivo-pure-extra-virgin-coconut-oil-500-ml-nourishing-oil-bottle-for-skin-hair-growth-baby-massage-good-for-salad-dressing-zero-cholesterol-and-trans-fat-keto-diet-cooking-500ml,amazon,B0CGN9Y3PT,289,279,279,279,true,BELOW,-10,-3.46,1,695,399
2026-06-08,BAU,COFFEE,jivo-koffie-instant-smooth-premium-coffee-100-gm-soluble-instant-coffee-powder-easy-to-prepare-with-rich-aroma-and-taste-coffee-for-daily-use-100ml,amazon,B0C8Z7SZG6,249,239,239,239,true,BELOW,-10,-4.02,1,350,350
2026-06-08,BAU,CUMIN SEEDS 100G,jivo-cumin-seeds-fresh-aromatic-natural-spice-for-cooking-no-added-colours-or-preservatives-perfect-for-baking-seasoning-and-flavoring-glutenfree-whole-jeera-seeds-100g-100ml,amazon,B0D8PMQCBV,75,,,,false,OOS,,,0,249,234
2026-06-08,BAU,EXTRA LIGHT 1+1L,jivo-extra-light-olive-oil-2-litre-imported-from-spain-everyday-cooking-dressings-salads-soups-dips-marinades-low-in-saturated-fat-olive-oil-in-convenient-pet-bottle-for-easy-pouring-2l,amazon,B07WSJ45Q4,1229,1139,1139,1139,true,BELOW,-90,-7.32,1,2798,2998
2026-06-08,BAU,EXTRA LIGHT 1L,jivo-extra-light-olive-oil-1-litre-imported-from-spain-everyday-cooking-dressings-salad-soups-dips-and-marinades-all-culinary-uses-light-flavorful-high-mufa-rich-in-antioxidants-1l,amazon,B09HZY97FR,619,499,499,499,true,BELOW,-120,-19.39,1,1499,1499
2026-06-08,BAU,EXTRA LIGHT 2L,jivo-extra-light-olive-oil-2-litre-imported-from-spain-everyday-cooking-dressings-salads-soups-dips-marinades-low-in-saturated-fat-olive-oil-in-convenient-pet-bottle-for-easy-pouring-2l,amazon,B09NXCPZW1,1229,1010,1010,1010,true,BELOW,-219,-17.82,1,2799,2799
2026-06-08,BAU,EXTRA LIGHT 3L,jivo-extra-light-olive-oil-3-litre-imported-from-spain-recommended-for-daily-cooking-roasting-frying-baking-all-types-of-cuisines-low-in-saturated-fat-3l,amazon,B097ZZTW5C,1849,1299,1299,1299,true,BELOW,-550,-29.75,1,2200,7998
2026-06-08,BAU,EXTRA LIGHT 500ML,jivo-extra-light-olive-oil-500ml-imported-from-spain-everyday-use-for-cooking-dressings-salad-soups-dips-and-marinades-light-flavorful-high-mufa-rich-in-antioxidants-500ml,amazon,B0D9DBHG18,349,339,339,339,true,BELOW,-10,-2.87,1,499,499
2026-06-08,BAU,EXTRA LIGHT 5L,jivo-extra-light-olive-oil-5-litre-tin-imported-from-spain-recommendable-daily-cooking-for-roasting-frying-baking-all-type-of-cuisines-low-saturated-fat-low-saturated-fat-5l,amazon,B07MNWTBDT,3069,2771,2771,2771,true,BELOW,-298,-9.71,1,6499,6499
2026-06-08,BAU,EXTRA VIRGIN 1L,jivo-extra-virgin-olive-oil-1-litre-imported-from-spain-contains-vitamin-e-low-in-saturated-fat-natural-cooking-oil-ideal-for-dressings-salad-and-soups-dips-marinades-1l,amazon,B093BMGPQC,809,789,789,789,true,BELOW,-20,-2.47,1,1499,1799
2026-06-08,BAU,EXTRA VIRGIN 1L + 1L,jivo-extra-virgin-olive-oil-1-litre-contains-vitamin-e-low-in-saturated-fat-natural-cooking-oil-for-dressings-salad-and-soups-dips-marinades-pack-of-2-2l,amazon,B0CZP31DXK,1609,1530,1530,1530,true,BELOW,-79,-4.91,1,2998,1998
2026-06-08,BAU,EXTRA VIRGIN 200ML,jivo-extra-virgin-olive-oil-200-ml-pet-bottle-imported-from-spain-contains-vitamin-e-low-in-saturated-fat-natural-cooking-oil-ideal-use-for-dressings-salad-and-soups-dips-marinades-200ml,amazon,B0CGNBY24B,199,189,189,189,true,BELOW,-10,-5.03,1,350,299
2026-06-08,BAU,EXTRA VIRGIN 250ML,jivo-extra-virgin-olive-oil-250-ml-glass-bottle-imported-from-spain-contains-vitamin-e-low-in-saturated-fat-natural-and-cold-pressed-cooking-oil-for-dressings-salad-and-soups-dips-marinades-250ml,amazon,B0CGM8QLXB,219,,,,false,OOS,,,0,450,2700
2026-06-08,BAU,EXTRA VIRGIN 2L,jivo-extra-virgin-olive-oil-2-litre-imported-from-spain-contains-vitamin-e-low-in-saturated-fat-natural-and-cold-pressed-cooking-oil-ideal-for-dressings-salad-and-soups-dips-marinades-2l,amazon,B0CH13ZG5M,1619,1589,1589,1589,true,BELOW,-30,-1.85,1,2700,3499
2026-06-08,BAU,EXTRA VIRGIN 3L,jivo-extra-virgin-olive-oil-3-litre-imported-from-spain-contains-vitamin-e-low-in-saturated-fat-natural-and-cold-pressed-cooking-oil-ideal-for-dressings-salad-and-soups-dips-marinades-3l,amazon,B0FQ2ZMFB9,2429,,,,false,OOS,,,0,4000,
2026-06-08,BAU,EXTRA VIRGIN 500ML,jivo-extra-virgin-olive-oil-500-ml-pet-bottle-imported-from-spain-contains-vitamin-e-low-in-saturated-fat-natural-and-cold-pressed-cooking-oil-for-dressings-salad-and-soups-dips-marinades-500ml,amazon,B0CGM7THVN,419,,,,false,OOS,,,0,675,1000
2026-06-08,BAU,EXTRA VIRGIN 5L,jivo-extra-virgin-olive-oil-5-litre-tin-imported-from-spain-contains-vitamin-e-low-in-saturated-fat-natural-and-cold-pressed-cooking-oil-ideal-for-dressings-salad-and-soups-dips-marinades-5l,amazon,B09XR2YK8S,4039,3619,3619,3619,true,BELOW,-420,-10.4,1,7999,7999
2026-06-08,BAU,FLAX SEEDS 200G,jivo-flax-seeds-raw-alsi-seeds-for-eating-high-in-protein-iron-dietary-fibre-rich-in-essential-nutrients-ideal-for-adding-to-smoothies-salads-yogurt-baking-healthy-snack-option-200g-200ml,amazon,B0D8TPCV16,99,,,,false,OOS,,,0,249,599
2026-06-08,BAU,FLAX SEEDS 400G,jivo-flax-seeds-raw-alsi-seeds-for-smoothies-hair-growth-baking-more-rich-in-omega3-fiber-protein-essential-nutrients-100-natural-vegan-glutenfree-for-optimal-health-400g-400ml,amazon,B0D8TMZ523,189,,,,false,OOS,,,0,399,599
2026-06-08,BAU,FLAX SEEDS 800G,jivo-organic-flax-seeds-raw-alsi-seeds-for-smoothies-cereals-baking-more-rich-in-omega3-fiber-protein-essential-nutrients-100-natural-vegan-glutenfree-for-optimal-health-800g-800ml,amazon,B0D8TN9B9B,369,,,,false,OOS,,,0,750,1099
2026-06-08,BAU,GINGER ALE 200ML,jivo-healthy-wheatgrass-body-detoxifying-immunity-booster-juice-sugar-free-200-ml-200ml,amazon,B0CYHFFZXG,49,,,,false,OOS,,,0,100,480
2026-06-08,BAU,GOLD 1+1,jivo-gold-refined-oil-blend-of-rice-bran-oil-sunflower-oil-cooking-oil-pro-healthy-lifestyle-edible-oil-1-litre-pack-of-2-2l,amazon,B0CWNVJN3B,389,,,,false,OOS,,,0,450,499
2026-06-08,BAU,GOLD 1L,jivo-gold-premium-refined-cooking-oil-perfect-blend-of-rice-bran-sunflower-oil-natural-antioxidants-1-litre-pack-1l,amazon,B0CT5MYSDS,199,173,173,173,true,BELOW,-26,-13.07,1,225,225
2026-06-08,BAU,GOLD 5L,jivo-gold-refined-oil-perfect-blend-of-rice-bran-sunflower-oil-cooking-oil-rich-in-antioxidants-vitamins-pro-lifestyle-5l-family-pack-5l,amazon,B0C9Q1S6QG,989,930,930,930,true,BELOW,-59,-5.97,1,1049,1050
2026-06-08,BAU,GREEN CARDAMOM 100G,jivo-green-cardamom-8mm-elaichi-whole-natural-spices-no-artificial-colors-or-preservatives-distinctive-flavor-aroma-premium-idukki-cardamom-for-cooking-baking-tea-100g-100ml,amazon,B0D7CZD2PB,499,479,479,479,true,BELOW,-20,-4.01,1,799,799
2026-06-08,BAU,GROUNDNUT 1L,jivo-groundnut-oil-1-litre-cold-pressed-unrefined-peanut-oil-for-cooking-vitamin-a-d-fortified-chemicalfree-ground-nut-oil-1l-1l,amazon,B0CKFFW9B6,259,193,193,193,true,BELOW,-66,-25.48,1,400,560
2026-06-08,BAU,GROUNDNUT 5L,jivo-groundnut-oil-5-litre-cold-pressed-unrefined-peanut-oil-for-cooking-vitamin-a-d-fortified-chemicalfree-ground-nut-oil-5l,amazon,B0CKFFGC31,1269,1079,1079,1079,true,BELOW,-190,-14.97,1,2800,2800
2026-06-08,BAU,JIVO POMACE 1L,jivo-daily-cooking-pomace-olive-oil-1-litre-imported-from-spain-rich-in-monounsaturated-fatty-acids-low-in-saturated-fat-ideal-for-roasting-frying-and-baking-1l,amazon,B0821DNF2W,439,379,379,379,true,BELOW,-60,-13.67,1,1049,649
2026-06-08,BAU,JIVO POMACE 1L + 1L,jivo-daily-cooking-pomace-olive-oil-1-litre-rich-in-mufa-low-in-saturated-fat-2l,amazon,B0CZP46SJX,869,758,758,758,true,BELOW,-111,-12.77,1,2098,1298
2026-06-08,BAU,JIVO POMACE 2L,jivo-everyday-cooking-pomace-olive-oil-2-litre-imported-from-spain-rich-in-mufa-low-in-saturated-fat-ideal-for-frying-roasting-baking-cooking-oil-for-daily-use-2l,amazon,B0C4FFYSLV,869,849,849,849,true,BELOW,-20,-2.3,1,1600,1449
2026-06-08,BAU,JIVO POMACE 5L,jivo-pomace-olive-oil-5-litre-tin-for-everyday-cooking-imported-from-spain-recommended-for-roasting-frying-and-baking-all-types-of-cuisines-rich-in-mufa-low-in-saturated-fat-5l,amazon,B07X53ZL6J,2169,2119,2119,2119,true,BELOW,-50,-2.31,1,4999,4999
2026-06-08,BAU,JIVO PUNJABI SHIKANJI 160 MLS,jivo-punjabi-shikanji-wheatgrass-juice-nimbu-shikanji-masala-drink-natural-summer-refreshment-160ml-160ml,amazon,B0GZ7PXVF8,219,,,,false,OOS,,,0,480,
2026-06-08,BAU,JIVO WATER 1L,jivo-natural-mineral-1l-1l,amazon,B0CSPMN88F,20,,,,false,OOS,,,0,30,360
2026-06-08,BAU,JIVO WATER 250ML,jivo-mineral-water-250ml-250ml,amazon,B0CST1ZYNY,119,,,,false,OOS,,,0,360,
2026-06-08,BAU,JIVO WATER 500 MLS,jivo-natural-mineral-water-himalayan-origin-nonro-unprocessed-noncarbonated-additivefree-packaged-water-for-clean-hydration-500-ml-bottle-500ml,amazon,B0GZB4ZQV3,12,,,,false,OOS,,,0,15,
2026-06-08,BAU,MUSTARD 1L,jivo-cold-pressed-kachi-ghani-chemical-free-mustard-daily-cooking-oil-1-litre-recommended-for-roasting-frying-baking-all-type-of-cuisines-1l,amazon,B09NYCSQLF,219,,,,false,OOS,,,0,255,450
2026-06-08,BAU,MUSTARD 1L + 1L,jivo-kachi-ghani-chemical-free-mustard-daily-cooking-oil-1-litre-each-recommendable-for-roasting-frying-baking-all-type-of-cuisines-healthy-cooking-oil-for-daily-use-1l,amazon,B09HKPSS96,429,,,,false,OOS,,,0,500,3750
2026-06-08,BAU,MUSTARD 1L POUCH,jivo-cold-pressed-kachi-ghani-chemical-free-mustard-daily-cooking-oil-1-litre-pouch-recommendable-for-roasting-frying-baking-all-type-of-cuisines-1l,amazon,B0DRYVRYYM,219,,,,false,OOS,,,0,250,3750
2026-06-08,BAU,MUSTARD 3L,jivo-premium-cold-pressed-kachi-ghani-mustard-oil-3-litre-contains-omega3-and-vitamin-e-ideal-for-cooking-frying-pickling-daily-use-3l,amazon,B0GF22BHZ7,629,,,,false,OOS,,,0,765,879
2026-06-08,BAU,MUSTARD 4L,jivo-premium-cold-pressed-kachi-ghani-mustard-oil-4-litre-contains-omega3-and-vitamin-e-ideal-for-cooking-frying-pickling-daily-use-4l,amazon,B0GFFSDTGP,839,,,,false,OOS,,,0,1000,879
2026-06-08,BAU,MUSTARD 5L,jivo-premium-cold-pressed-kachi-ghani-mustard-oil-5-litre-contains-omega3-and-vitamin-e-ideal-for-cooking-frying-pickling-daily-use-5l,amazon,B091XPD9J3,1049,960,960,960,true,BELOW,-89,-8.48,1,1250,1250
2026-06-08,BAU,POMACE 3L,jivo-everyday-cooking-pomace-olive-oil-3-litre-imported-from-spain-rich-in-mufa-low-in-saturated-fat-ideal-for-frying-roasting-baking-cooking-oil-for-daily-use-3l,amazon,B0FQ31J42X,1309,1279,1279,1279,true,BELOW,-30,-2.29,1,3050,3050
2026-06-08,BAU,PUMPKIN SEEDS 200G,jivo-raw-pumpkin-seeds-healthy-snack-for-breakfast-high-in-fiber-antioxidants-ideal-for-diets-weight-management-nutritious-superfood-for-daily-wellness-hygienically-packed-200g-200ml,amazon,B0D8TR7R3Y,209,,,,false,OOS,,,0,399,1099
2026-06-08,BAU,PUMPKIN SEEDS 400G,jivo-raw-pumpkin-seeds-healthy-snack-for-breakfast-high-in-fiber-antioxidants-ideal-for-diets-weight-management-nutritious-superfood-for-daily-wellness-hygienically-packed-400g-400ml,amazon,B0D8TR1ZCG,399,,,,false,OOS,,,0,699,1099
2026-06-08,BAU,PUMPKIN SEEDS 800G,jivo-raw-pumpkin-seeds-healthy-snack-for-breakfast-high-in-fiber-antioxidants-ideal-for-diets-weight-management-nutritious-superfood-for-daily-wellness-hygienically-packed-800g-800ml,amazon,B0D8TPCPLS,789,,,,false,OOS,,,0,1299,599
2026-06-08,BAU,PUNJABI JEERA 160ML,jivo-wheatgrass-punjabi-jeera-juice-160ml-tangy-cumin-flavored-refreshment-blended-with-fresh-wheatgrass-extract-convenient-pet-bottles-suitable-for-daily-hydration-refreshing-160ml,amazon,B0F9YVR47L,219,,,,false,OOS,,,0,360,
2026-06-08,BAU,QUINOA SEEDS 200G,jivo-premium-quinoa-gluten-free-glutenfree-saponin-free-high-protein-fiber-healthy-breakfast-diet-food-for-weight-management-100-wholegrain-cereal-quinoa-jar-200g-200ml,amazon,B0DGT6CK3P,119,109,109,109,true,BELOW,-10,-8.4,1,199,199
2026-06-08,BAU,QUINOA SEEDS 400G,jivo-premium-quinoa-gluten-free-glutenfree-saponin-free-high-protein-fiber-healthy-breakfast-diet-food-for-weight-management-100-wholegrain-cereal-quinoa-jar-400g-400ml,amazon,B0DGTFLQMS,179,169,169,169,true,BELOW,-10,-5.59,1,299,299
2026-06-08,BAU,QUINOA SEEDS 800G,jivo-premium-quinoa-gluten-free-glutenfree-saponin-free-high-protein-fiber-healthy-breakfast-diet-food-for-weight-management-100-wholegrain-cereal-quinoa-jar-800g-800ml,amazon,B0DGT6KQ4F,259,249,249,249,true,BELOW,-10,-3.86,1,399,399
2026-06-08,BAU,RICE BRAN 1L,jivo-rice-bran-oil-1-litre-cooking-oil-rich-in-antioxidants-ideal-for-deep-frying-sauting-baking-chemicalfree-1l,amazon,B0DBHQ2QWW,199,178,178,178,true,BELOW,-21,-10.55,1,285,285
2026-06-08,BAU,RICE BRAN 1L + 1L,,amazon,B0H2HDLB5Q,389,,,,false,OOS,,,0,570,
2026-06-08,BAU,RICE BRAN 4L,jivo-rice-bran-oil-4-litre-premium-cooking-oil-rich-in-antioxidants-ideal-for-deep-frying-sauteing-baking-chemicalfree-4l,amazon,B0GFWHTMT9,759,,,,false,OOS,,,0,1140,879
2026-06-08,BAU,RICE BRAN 5L,jivo-rice-bran-oil-5-litre-premium-cooking-oil-rich-in-antioxidants-ideal-for-deep-frying-sauteing-baking-chemicalfree-5l,amazon,B0DBJ13FKL,959,909,909,909,true,BELOW,-50,-5.21,1,1425,1425
2026-06-08,BAU,ROSEMARY LEAVES 150 GMS,jivo-rosemary-leaves-whole-natural-no-preservatives-or-additives-ideal-for-hair-growth-herbal-tea-seasoning-and-cooking-salvia-rosmarinus-150ml,amazon,B0DGTNDH9L,179,,,,false,OOS,,,0,499,600
2026-06-08,BAU,SAFFRON 1GMS,jivo-pure-kashmiri-saffron-a-grade-kesar-rich-in-antioxidants-boosts-immunity-skin-glow-overall-wellness-1ml,amazon,B0FNDJBJPV,449,,,,false,OOS,,,0,899,900
2026-06-08,BAU,SANO CANOLA 1L,sano-canola-oil-cooking-oil-for-daily-use-recommended-for-all-types-of-cuisines-ideal-for-conscious-cooking-1-liter-1l,amazon,B0CK2D4XCH,259,249,249,249,true,BELOW,-10,-3.86,1,475,475
2026-06-08,BAU,SANO CANOLA 5L,sano-canola-cooking-oil-for-daily-use-recommended-for-all-types-of-cuisines-lowest-in-saturated-fat-content-ideal-for-healthconscious-cooking-5-litre-smart-cooking-choice-5l,amazon,B0CK2B158Y,1249,,,,false,OOS,,,0,1950,375
2026-06-08,BAU,SANO CLASSIC 1L,sano-extra-light-olive-oil-1-litre-product-of-spain-ideal-for-all-indian-and-western-cuisines-perfect-for-cooking-frying-roasting-grilling-and-baking-versatile-and-smart-cooking-oil-1l,amazon,B0CCVF1XVS,589,,,,false,OOS,,,0,1399,2700
2026-06-08,BAU,SANO CLASSIC 5L,sano-classic-olive-oil-5-litre-ideal-for-all-indian-and-western-cuisines-perfect-for-cooking-frying-roasting-grilling-and-baking-versatile-and-healthy-cooking-oil-5l,amazon,B0CKBFKQ4P,2709,,,,false,OOS,,,0,6499,2700
2026-06-08,BAU,SANO MUSTARD 1L,sano-pure-fresh-kachi-ghani-mustard-oil-1-litre-pet-bottle-high-pungency-rich-in-omega3-100-natural-authentic-indian-cooking-oil-boosts-heart-health-1l,amazon,B0C77PZ83B,209,199,199,199,true,BELOW,-10,-4.78,1,235,235
2026-06-08,BAU,SANO MUSTARD 5L,sano-pure-and-aromatic-kachi-ghani-mustard-oil-5l-pet-bottle-100-natural-ideal-for-cooking-pickling-and-health-benefits-edible-oil-5l,amazon,B0C77VSKBL,999,,,,false,OOS,,,0,1200,3750
2026-06-08,BAU,SANO POMACE 1L,sano-pomace-olive-oil-1l-pet-bottle-ideal-for-deep-frying-sauting-roasting-high-smoke-point-cooking-oil-for-indian-kitchen-1000ml-1l,amazon,B0CF9RQ9PL,419,399,399,399,true,BELOW,-20,-4.77,1,999,999
2026-06-08,BAU,SANO POMACE 5L,sano-pomace-olive-oil-5l-ideal-for-frying-roasting-sauting-rich-neutral-flavour-high-smoke-point-versatile-edible-cooking-oil-for-indian-cuisine-5l,amazon,B0CFFSWMXZ,2069,1912,1912,1912,true,BELOW,-157,-7.59,1,4499,4499
2026-06-08,BAU,SANO SOYABEAN 1L,sano-soyabean-oil-1-ltr-pet-bottle-pure-natural-nutrientrich-cooking-oil-ideal-for-healthy-delights-in-cooking-frying-and-baking-perfect-for-indian-and-international-cuisines-1l,amazon,B0C77V6LL7,199,189,189,189,true,BELOW,-10,-5.03,1,225,225
2026-06-08,BAU,SANO SOYABEAN 5L,sano-soybean-oil-5-ltr-pet-bottle-allnatural-nutrientrich-cooking-oil-with-a-high-omega3-content-and-a-low-saturated-fat-content-ideal-for-delicious-and-healthful-meals-5l,amazon,B0C3QYP96Z,949,899,899,899,true,BELOW,-50,-5.27,1,1450,1450
2026-06-08,BAU,SANO SUNFLOWER 1L,sano-sunflower-oil-1-litre-pet-bottle-pure-nutrientrich-sunflower-cooking-oil-with-high-smoke-point-ideal-for-frying-sauting-and-baking-1l,amazon,B0C3QV7FV6,219,,,,false,OOS,,,0,280,540
2026-06-08,BAU,SANO SUNFLOWER 5L,sano-sunflower-oil-5-ltr-pet-bottle-pure-nutrient-rich-cooking-oil-with-high-smoke-point-ideal-for-frying-sauting-and-baking-all-type-of-cuisines-5l,amazon,B0C7KSLVLB,1069,,,,false,OOS,,,0,1475,3675
2026-06-08,BAU,SESAME 1L + 1L,,amazon,B0H2B92WLP,689,,,,false,OOS,,,0,1200,
2026-06-08,BAU,SESAME OIL 1L,jivo-first-pressed-sesame-oil-1l-bottle-gingelly-oil-contains-mufa-and-omega6-pufa-natural-antioxidants-ideal-for-cooking-1l,amazon,B0FDKZPGX1,349,329,329,329,true,BELOW,-20,-5.73,1,600,600
2026-06-08,BAU,SO OLIVE 1L,jivo-so-olive-oil-1-litre-blend-of-rice-bran-olive-oil-nutritious-cooking-oil-for-a-healthy-lifestyle-ideal-for-daily-use-edible-oil-1l,amazon,B0DC6JR4F3,289,257,257,257,true,BELOW,-32,-11.07,1,325,325
2026-06-08,BAU,SO OLIVE 1L + 1L,,amazon,B0H2HJKJH1,569,,,,false,OOS,,,0,650,
2026-06-08,BAU,SO OLIVE 5L,jivo-so-olive-oil-5-litre-blend-of-rice-bran-olive-oil-nutritious-cooking-oil-for-a-healthy-lifestyle-ideal-for-daily-use-edible-oil-5l,amazon,B0DC6WMYM6,1419,1369,1369,1369,true,BELOW,-50,-3.52,1,1625,1625
2026-06-08,BAU,SODA 750ML,jivo-extra-fizzy-soda-750-ml-soda-750ml,amazon,B0D2KLSTFZ,15,,,,false,OOS,,,0,30,695
2026-06-08,BAU,SODA LEMON 750ML,jivo-fizzy-soda-flavoured-with-lemon-750ml-carbonated-water-zero-sugar-zero-calories-i-pack-of-1-750ml,amazon,B0DP36SDGD,45,,,,false,OOS,,,0,55,210
2026-06-08,BAU,SOYABEAN 1L,jivo-cooking-edible-soyabean-oil-1-litre-high-in-omega6-pufa-contains-tocopherols-natural-antioxidant-suitable-for-daily-cooking-1l,amazon,B0B6HNNL5B,209,199,199,199,true,BELOW,-10,-4.78,1,225,225
2026-06-08,BAU,SOYABEAN 1L + 1L,jivo-soyabean-cooking-oil-1-litre-bottles-pack-of-2-litres-ideal-for-roasting-frying-and-baking-healthy-cooking-oil-for-daily-use-pack-of-2-1l,amazon,B0B7JJ7C9W,409,449,449,449,true,ABOVE,40,9.78,0,1100,450
